source,target,path_length
U3cDJXCGDaQ,hqnUgmCZVD8,8
AUJczTp_5do,0vlWR2zBmnY,9
XiJyC_NvM2U,xCcXtS9dAq8,12
OgPR5nhWsuA,UqGsRiEIuzs,1000
aTPMTSeLX7c,9O6ZpSj2GCY,44
pwED0M51WWE,k93suUhwfXw,6
gRux0TyVBMM,PWecPBd6OBQ,5
AP8gP6Y3IFU,CZCJ0z26icc,30
qlC-I74mZmo,JnF5-boed9c,7
T1UpD6_sIRM,Iuv0q4rgkPI,32
hHKYxaQCcmA,YoPAxrSIXps,3
fPRX2pt398U,0uAGARqooC4,7
-08EbTQ7pVY,BoVIGipmv78,46
Kt64D8cKEPg,kHwuYTtYb6M,42
4OenTcJNAVA,ZIBbV__xAS4,3
txVJgU3n72g,8Pz8kWIaJlg,11
LGVzXfAJcJE,ypsaMC08Naw,22
fNLODwtdiAE,h2EklsT1D0I,34
l0-FWxqyk4E,S_s-MZyqvXc,1000
a5ak5vHme3k,D1b2DQT-E24,1000
jBbLvcuYjks,-5LS4d5GwRM,35
fEW9Ngn5w44,Qi4jI_Qb9kk,22
oyYN-rkCUzc,SF4vKnFocAo,42
0zGnfL_Cc7M,t94tfD5uTwo,13
zrdKtDSn6-0,Sh2QWN-Ktbo,58
U6DsnEgQpTE,-TPEzQGlvqQ,9
3zWVPmrJlF4,oa0VWi4Zggc,31
UpyYnyViLq8,dMH0bHeiRNg,8
DaSrssDxEgU,4rp--2qzyNc,24
Q3KEtGYFFxs,BOFDHjR-caA,37
L7W3orUqfg4,H-r1z9vM9AE,58
IvrjuL_pPEI,tagmyzdzjxg,50
W-zMOVtOIrk,xzj3xiDqLSY,1000
Zxy5sKHDs4w,qWKUdM3UPxs,35
ry8LZFm3X68,aCUZIsho8Nc,55
ZOdRUn0Q9eI,irnyG3g7JnM,46
aXJ3dqmdd7M,U3cDJXCGDaQ,34
tUTWKV65OqI,aWpxEie2d0Y,30
8jwDu0QCS5I,JQ66sD1WyWY,11
mSWYFE4-PCQ,j63WhJMCoo0,7
KBCvvh7pXoU,GrSSjDIV6U4,1000
-UMDYkZyT2o,ena87ljDM3g,16
xKQ7GIkNem8,utxkLngfy9c,1000
ltUKRu84Ay4,absl35pU1Ng,1000
Td94h_SWZ_Y,TNikaLslx_U,53
a4YtB3Y9qgk,ypsaMC08Naw,31
ED0qURfR9LE,6CkjJc-fhBU,6
W1Uo5DQTtzc,ykJnFVU6Bxo,42
42MZ9aYRXFk,C_bZ_q0phdQ,2
SLVn_LUMNHY,u9D5hzMtNOA,33
X2-4ygExhP8,4AaIIxrJKFY,1000
ii3k0ZIdRDw,5iGmDvTKfUY,1000
N6Mp3i9NLWY,hcdSAvr5wnU,1000
pDHOdt8VOPg,62nGsAxzGhc,38
jubgxj0ySVI,kMg6_IXCjo4,6
wuB4eYa1wSo,x1gWYesUg-M,10
oJLEjnm6mBw,_GuLWhAtGr0,17
o4QRfC8rF9g,9ALtIwy77RU,9
-TBcxm3oimo,HfTi_w5owXU,1000
mppKvFmPs4E,6zdmaExZRr0,10
GS_UHTIg48U,PsdH615EHhI,13
ga6WQE7grWc,aCju-xfmaE8,25
8UMY1hcPAuE,M16141D8Y3k,52
IgDbMKvwHlg,QNvnHAt2GoQ,24
zxp3-kR3b_4,ruYkqMgiX6o,15
ZlIwcVAxZsU,ZkTYIfs76-M,25
5w6SNHm4nm0,ja6qaA6ItGE,22
yp_9lKovlMg,dTgQoDtkFuA,5
4CpO18FnBp4,At3eLO06zcg,42
ek14u9ABDic,N4lX0Opggw0,1000
M3hL3HqsU-M,A3jT86KVhxA,16
vXrT_85qY5Q,S0-A_cHG6tw,1000
5Dhbw2UWif0,LU7N1SMM0ro,10
yKHJJBfSPCg,xKE6vfyeOCo,10
Jf2ArkOfyLU,ztpxdOTpP9I,8
pvvhTaEiblI,9qr8sMlPVAI,5
OoD56FVRNFs,tWc_Zv-3-Ak,8
nEp8yHEgqWs,YNL-6xS-HfA,39
A8Yl-xFhidU,BTPX2VFW8G8,42
DMYflGhMBl4,8caDPKc-Vg4,10
qr8qZcvTLng,uKdaT8HtCPs,42
amn3ATGj_lM,mQSF5S2vyWc,49
yn9l-XXsWVg,BjdRUo5Xs1c,7
RG2kMfInkFA,h2kOZeUp46Y,23
LKzel0VJhOU,iAg_-N1V0FA,21
cMJDMSFlLjk,wxclSbx-Xb8,56
8EyU-HLAPhk,XvfkdU1FQ1o,28
1DoRpF26Dhs,y2RY1BcE7m4,1000
2iH4KShAwKQ,zKfQixyMeyM,41
aXZwbFFXq-w,1WLMSUdQfj8,43
F_LmUAMUevM,NVYNXmDaz0Y,20
hhj8igPl2Oc,LilCh2Yu5ig,48
nQpcNsY7C4E,pDU19odyfWk,50
Zqy302EO3dc,UMdv9c_ESLg,28
_hMfbzRsU0Q,r7W31gBz1zM,6
0K7BpsaoRVU,XFwsjx0uhdg,37
akk_f41c4Cg,tyQvjKqXA0Y,3
hEs5qAQQxvI,DatIMu2wabg,4
CQQjDZcjEQg,AfeVjIcFqQ4,35
9tkf9oQpsaQ,8qFQRryiZ70,63
TOrsE9oRhaU,LQndrocN950,50
qQHmc4S2eEw,xjnVEsXtNIU,14
fGlRsjHTkbs,f2ZX-BJZuTQ,50
ic62DccVNDs,f7hFXYfrzz4,1000
af6YUoEZS3M,RcPvZqFWdAc,32
bYS3rLoo9IQ,tVRrXStlESM,5
Bb2txIJweWc,6rbl7Ki298I,27
WmKrlGU53qE,nxvnNd9yyqw,44
bUGM51KHLdQ,FwiWPwIY6_c,19
d2im3hBdnWY,VlaVB0zjZk0,1000
94jAIJXkuug,gHRuhF9XuCA,1000
NTrDyhKUwbE,pC1PY22j9O0,45
gK62YiBeq1w,qIt2S7odfhc,9
7z2819G0x4A,Tt4tRdhmK2I,4
_z1QUuLOv2s,UY7D8vp3SEk,5
MRVgzN9AarI,IvpfzAmaA1I,5
cc9zI0-puPw,UFHdB1jVAPw,22
4TMu2IR0UXU,3A_tUmVU9Nk,13
_2--upxzIPk,QNJOf23Hqbo,35
zyULTOhZ2rY,tCybL_1MG8o,42
owDF1fawo4Y,gkhmyq6oX_c,37
aKqFvHZrKjA,lYEat2Q5D8k,35
j8U-gYY-VaY,HcgeALJIcCk,4
jiExVINzBzk,JeKy1dEN258,19
DCg0nVWagNU,FiIy9nw4bv4,37
Ga7hU-3-PbQ,jRAQgybc3RY,1000
mjqF9eBhEe8,qmW6uEml-UA,8
hkNAcXWB9LQ,aV2Hqu8RHuk,29
YmL5sjhzb-E,FfZTL5ZVDKw,17
U7C53hzjuRw,lYQsrSV5cEg,36
IDdQ0i6vpBU,Nc7SrYlde88,2
OW02BWFRnkw,pfcojgE7VhM,33
jsG8TTyx3Ew,ZaU201QXNhk,13
T9pew47z2vk,GAG7FZ5RBN4,8
k8uJJf8WAb0,5Z6kh6RAfoc,15
kL2AgW9F5cM,R7Q4ckeY1Bo,9
Df0Nl_bf1ZY,f4cxYPKHVS8,1000
l5Rgc79opQ8,f_eVoHnlv-s,2
37d8DBcQx9s,Tae3PbUzEbI,1000
sx74W02vh70,beldkWWDUqo,1000
snj39-RZMnc,F4ESRhzZir8,48
oxqnH68lgwU,MuVMbC0rzeQ,37
332YVOAuybg,0GVHcGLxgYs,1000
eiwi4cdyr78,HjGFl32hKGw,1000
O_G-OmCiJKg,4-cYHY05TAw,60
BQERQqPI0CY,482toob-p5M,35
FsnNjgSt9-U,kwt9HUmVQvc,7
EHqiO8FjXJY,NQjHeh_quBY,7
zssw97t0jEU,UHgQHPSY60A,13
rvqxZnlLT3s,InwKZvjgZOQ,49
fz2cOnJyD5g,Wgxh46JEVLw,11
xIU6GZA6L78,moytOpK0Wkk,28
eEjRFjQueDA,7lfzYMClsao,43
TUVByalEKew,nKyFeXlQBjU,3
cMV6glb23kg,2GkoAa5718Y,3
Uz0-1uXP0qE,u-_Hcb4NPTs,1000
veDZ8EUsnn8,nnhb6skyxGU,6
Ed3d6cgjq-w,ogUAH4EpuoM,7
bAAANOpc0Xw,nut81yXMzWs,46
cOksSgGZ45E,0EdQR2ZgaVA,32
JEaKxNYD2lk,8MZeiBq3Irw,13
C1b82jc0Lgg,Qr8JQgjhdi0,1000
0BiLU-Prm6w,pvI_tvVy8y0,30
-IDfHyp6gp8,O2mbsfAQeS4,25
PFxGQe737yA,xa2CYhzg-dM,1000
AVsZ0VH3eN4,CdCoqschYLw,37
zO68fUMWx3g,zlASHaD3b2o,31
0P3xbv9luRY,eS-dgLikEFg,29
BHfKvViF_sE,bCc5QrMxvbc,1000
UOtf868aiBE,52GZnDXxPq8,33
e5eLJIVY2zs,wx2o5bdRWvg,7
cNvO00egiaU,4HfPCETrmx8,13
0aomz-1STsA,jhfgsa7_mxk,36
uOPnIDVrCac,w1OS7z9t_lE,42
xmcD5Vrz21s,ZTmt10YrkLU,25
ETnKFq7lyEQ,sS9-c_z06Oc,38
xZplrFMcqlk,oqDaVAGI23E,28
cC3AvDNIBhc,BbN7dg8I9eo,1000
-XWA074Bpg4,l5rgM414j5Y,1000
EGqweOTq60c,SK1eOB2pOWw,4
-YImZMDBNoM,bk23AtoTzMM,13
QmsGFYCKU2A,C4MeNMjVxSs,54
7yzjEu6FyyA,ChM7KKyra1o,1000
TkCTYIJW1fY,Ykx7czlmUXU,31
sXZR5QePFXs,ez0fSvDFnBo,1000
l13FDCRCdt8,X6C7DisfbUw,1000
V5CdXNBI4pA,LbfsyvTxZgk,8
8uvOpIrCG88,gpAOUUG9aEk,5
Zf6jxLnflSg,xxH-XnI5uVw,12
qBRU7qOh35Y,JM4mP3lCjNA,1000
zVThmyevnHo,2xgwRitTgU4,14
LeRJyPwmJ0M,GnmG1XMNMxI,32
0fE_d6MuPrQ,nlHBGHz-1BQ,21
FgN4E9-U82s,PhHI-Uwgv1o,21
vjILhlfdF98,bUoNIYP63Wk,5
zjndFiCty1I,_8KhcjEHVfA,34
lUU3wk8oIMo,zB6hXRAbYk0,48
XxCwlYQzDhw,WsvtTxkhBXw,30
oMhwgZj3B6I,xEBZgLnyQb4,42
W9fPiVU0elQ,MMz-wi50ACU,1000
WPLRWAxIpfE,FurtRfcgkkM,1000
-naQsBRoWb4,nLp2zq6_64U,1000
sspVCKq-sm4,yelYhZmuHK0,49
_avMIT7aouA,jhjZKTR0UdM,22
phKY2yH9lk0,U--56O-33c8,56
67jUunfjOv8,zKfQixyMeyM,51
Zr2XKAEI0oQ,YL8yKs9OyZM,16
hcaUfxlvqfY,KBhXlq2DXDk,2
yWyrVjn58WM,72827oJpT_I,40
D0INprwe7bc,MJiGEoKtghM,46
RGKlEqTAJYA,bc4-VTFJC1g,1000
FvwFj_kTDvc,zTy_C8zu8Bs,45
yJv1UA6kBi0,B-WBH3LenRI,1000
jhtx9-WtAS4,g0heJQF1mzg,53
ROOm7eJDTv0,B-WBH3LenRI,1000
fjyZZfnfPRo,NWtD6A9FQ8Q,7
ds1ULtwcZo8,cxpTPIGgZ5A,53
cc-nrSIzacA,jtHVdAOD-JY,1000
JQp-FlgFuOY,MVYPwjJiUgk,14
ZjWsS2_u30Q,ZPG31G6SMKs,30
Zxy5sKHDs4w,ryOkvQU9LEA,13
Pb-4Oa8Rw_U,eR3e-b_pct4,3
eJS9T7dwFsk,fEF_N-7Oeho,43
JuRJHelHeLE,dbpD75mDPcE,13
k5YmuS5zNzk,gWr4Ena6_LU,44
YEswRc2wKH4,rVvr_kVYOVU,24
L4RO7L24_ZU,P1IUUgMYNuk,2
eOJBEkk17wE,zB9f_eeaOGU,37
FGPYw_JQ3Yg,EK1KeJEnMqA,41
2uRY3FiTC04,dC3RTlAd7pA,59
n0ppyIoZ10U,b2W266QMKd4,29
b0gVUHgXqkk,knvq1XWAlfA,16
vlEBhQqelRk,1Z_zUjHouy8,20
rbre6NvGrck,1o58nlaQ758,9
jG2TxbLVb-Q,_7ODZKqy5FQ,9
rNfoeY7F6ig,YX3dLgTk7cQ,27
3alVdLl-ubA,uDBncd9kbsI,25
PfxIv1APu1k,tGJdEJ_JYek,6
vygmfK1xh_s,tpbJZE_8vYY,50
UpmsVWywVMs,PqaudcS4wsI,61
FrQ3z8LGay0,fmd59Pbym2U,1000
7zqumb2Nti8,VpKTEScWbf4,38
66p83ThnJIc,r_2E1_40wQU,50
wrD7XdXFgNM,XjAJ9Ne7VXE,14
R6nR05WpWKE,yWwEd9OdmDA,8
Myx3JqvN8F0,wupgIBMPzZc,5
kbusjCqX1jQ,Bji0d-PCxok,46
R7_SY5NFee8,U3cDJXCGDaQ,31
4I7L6pjaoqY,TUM1URgkd8U,61
P6ct74yN6T4,b3nGRKLlvhM,1000
s3yY15HaCts,s8I5vgiw4-Q,30
9FjBF5qCx_4,cSv3rCIWvS4,39
Jzvdm3_qfxk,gV5C_SQYvVg,28
PM7EhnLkLN8,HxeCKoHE6vg,34
lSybvRV0N0g,ruuLGXOSKIU,7
WYBzKFm-rd0,GyLN0kU_Ths,14
mt4GNO8_YKw,nZJOV6PfBWI,1000
-Y-TYTIVhHA,yhVVujWUiH8,50
7SEXV05y-rM,YNTrhCKlplM,61
iFhg6APgibM,ANze0PkfLPk,3
R_dPnT34y2k,sxFpmXUUiLg,56
JDEPKlB0v_k,TVhA1tSmXck,44
viPEAjzqGF0,EpaXz6_BiO0,1000
naRAHyZDdz4,CPw1veBbACA,6
xIm02hyPgPg,87SEe-MhSoo,46
dKWK6xDQjB4,j-yrsxwW0G0,17
NIxHfwhckcs,dL1fWtnneC8,1000
OsigGVFwtI8,Ji20cNoAoAA,40
TTr9Z_VIbyI,Bf2IdrmH5P8,1000
gfxFdLk7dkY,zRTph1ak4oI,38
eCxODNTNSqQ,zL4lqq8RnDI,1000
wrZam5uZu08,8lxQPlybJMA,1000
46EsU9PmPyk,b3_wNJNkbT4,22
pqWpD6kBao8,gEU9NyMgbEY,33
RooFwIAl02o,gFpM0KjzIcc,2
s1g_9xqmzdg,LlyjFbt2-Cg,52
UxdquFx4niM,BKMVVL40XT0,1000
eNl8fUQ8cOE,VMaixanBxH8,1000
xSLGIMIVoVM,m2UJk7JpVa8,45
C0U_-gbyA4U,rx_Wl-bTM9U,1000
pP07G8pp6lE,mikt0j14yl8,5
sYaZ8VKno44,yhkR_T0TXOw,54
yKxIpKVYwaU,jVs3qKpSol8,49
HTmGGiGQlsM,ZGCatScUQvQ,40
vrkoL3bAbE4,qF_YOIFJg8Y,52
TYrUx9Mk7TY,VGg-AUSn9gs,49
PSRictaiYQU,vrTZAVtXFJs,1000
uV-jUTboYDg,Q8utXy5_q6Q,35
-m09M9Dbcgo,JaaGYrMLq1Y,51
lamPRedq9Yw,_GrnroDCZCQ,15
qVsVX9NcTCc,aRiDxID0pTw,44
yrJVbiEF45M,yO-mXSPf4Rk,26
kr1tt6PwPbA,JJojHAiQ9A0,39
oomxs3I96i4,PmVEfnOzbPo,55
l6KwYZtFEUY,xO3BvEhH3w4,18
BUzwhuR0OUw,MmX3k9csflg,35
2tmbeQwIp1I,ToHhSrmDBjs,21
uiZyUWX6OjA,m58_E_e6GLU,43
q-k0nA_e6VM,08Ab6JVU7Xs,43
OJJjHq-UZa0,oPP_cmf3B0s,13
4V4ZXSZ44yI,Sng6uZEt_TQ,1000
YfrHz7a0H2U,ION7Ee10F2A,2
Fwfz2fgC6_8,0Qt6DIkl0Ks,1000
PD1ea4krtzM,RET8yYy17wY,4
a1UvWXiCwSY,D7oKT6xz-k8,44
BLhXRbw_tJg,2vUiZGvIOPM,22
t-iEgUagZfc,Cydp7a3WyKQ,15
R9F5tJ0HgWo,8aiKpg5viWA,5
LwbuDYcrUOo,Uxo82oV-atw,43
2BIEk91gdHE,_6RHNxkNBSA,20
qHKtnnJJAgA,2lxKx7X36Ms,11
5bzqs-wXRv4,mB4IkWHozss,4
A8gzeK8ub5s,vyZ8f2MMSjg,33
C_1YAL8V-9Y,31zzcGE7iHc,28
BzM4BjfzJQY,W8m0gy9xw0s,34
U_EyC3sArj0,p0jAKDOXMQY,27
2RssDv1A6no,2GD_BKTWyTY,38
soBmjDv22mM,rlEkc1qSYOo,35
O2LH2cmcHfs,wcxHhQuCHdc,45
vyHxZfu3HpA,xVLXd0Gfpvo,1000
JeF3m1jTGfw,9NQEv__Rmqc,21
6BQBU9-jsnY,HPhlP6AfptY,1000
qnW1vVWHxxI,M_zy9omRQ7I,1000
uiZyUWX6OjA,_HpAScRVq-g,1000
Qt16V3N-o18,VCKueqIIEls,43
-Ibvh82P-HI,Na6UGm441HA,65
wdksVPOJg7w,g9S4ma9W5D8,31
fNLODwtdiAE,TtnzadEGy_8,45
LKd49riWLOI,Dyd7KqTwzvI,10
K3fvB4QO1qo,C-GZ6ysXkZU,33
QkPFc54NKlw,iOS-bjZpRxI,50
yQ3mFNUziXw,UdH30Qd2M7k,50
pnkUK4SE-Ms,lhWhFsS7BVM,7
_Woc-Wmh3LY,35ibmFmXM0c,1000
R2mFPidwahk,4uXdqJoaReM,47
aWr_YZ3JStM,DedAPdRfscs,1000
rsZE_RytEHk,fz-ak719-5Q,12
o31LQU0V0c4,j302ljgLmjc,23
haDjmUnwPK0,VZBr-h2_hEs,46
2ObO5q_unlo,jW315kqV1s8,48
uL1X47mztAo,4Io2hQb2it0,26
QCAZWg-ALsk,uMwvWGPN4Ss,1
PrubbdFTR7U,t-Ws0zKJPFE,1000
Qr1mXVDUOC8,5v7yKjzK0Lc,1
8cByqXNRr7M,bpO2XZEv5hI,55
32jkxRjJk3U,OkzkNM0OB38,18
w8mfGx_wuvQ,JHnA6aQGrjE,51
7Wm0fR8bg64,pT_XP2uuxhU,36
pFUsfGer7Js,xtmVy1tDGuI,1000
Z3wN1A18NPE,gtA3-H9pQB8,11
tAKCSJcBQr4,dS1jNTIqqF0,27
B0JyZ3uQqws,eAN8CSBNLGE,1000
VKTXT-RuNjY,txZkrKfr77c,43
0IC5JipXbu4,RWcTCIr66Es,6
Re5VVlmu68M,RCUvLk7rlow,59
fxCa9CpOkcM,cITkiq2T_W4,42
lgeRt9WjOZk,YKWhGmo2xSg,17
JOAJCq9MxsI,DENy3Q6ARkk,35
By8ym-TrXOE,h0DEpQblc9k,19
xuCBaC9fJUo,r05J_DC7Xgw,65
7IHNORuzLg8,3zQSWOTS3Gw,5
yi4zG0BR-cY,5kPorDcHisw,7
_LhM4n-RVMI,kbYssIql3V0,8
JOAzuqngOYo,TaByA-iHUtY,1000
U5kCN5MZIyI,SkcmEq8BBl4,1000
q73qvlhHt7s,1h3zDp141Ec,4
WBwtHWD3XGA,icfB8grCjvA,73
MqNAxXgmTqM,R94HfVkyM1k,16
BLprc2yVFb0,pJ3RcV0pqXY,1000
ucQCz_rHbmA,6x5m2GwrTMk,50
Zrs3Vapz_Uo,etww_CGp_wo,31
Qlhygo1cCa8,x0dzQeq6o5Q,2
eC-g_ahHt_0,_EhYcb1eW1o,1000
iGrFI5SjGCU,_VZnbkaZovw,42
1GDf_76Zyts,fHf3xBpRbZU,1000
IyzP7QIhk3o,_VZnbkaZovw,36
44xWRyM-Gi0,MAq4bgi13wo,21
iA130_nu988,m5OMSqm5UEI,1000
clRSNS8Qy4o,cUivKvFwPVA,45
glxIqEaxDWQ,MuYnpB8pa7I,39
LBTzBOF3L0Q,PBR8NgHW1AI,7
du74IxUwXsQ,V3IqkfIJcCQ,5
Fs-ZGhke84Y,ZCf9kWd-A8E,2
LJJPkZfhwMQ,DVQUvepHW_w,5
9ILna0Ih8vs,mBnlPd_78_o,50
WfbzXXmxais,Adttnl9TTGY,1000
1WbQLNjTuTo,MKeQQBerk84,33
nOTb8pajxYY,zinljQalhzY,7
uc4u1ZMqU98,efBunQLK5p8,19
P1R7IxP-txQ,NEIFeYKTlmE,1000
sQUkKJKEgn4,jak3odMe3fY,1000
aNSNk6hv3LE,_am3XCmm1bI,61
LFBBvifJI70,bx5nfR6TzeY,43
AchOovcAIx0,3r2eEMx-o80,4
AYe7sgktum8,_fnCnXqpEPQ,21
JQ3YmOqXcZA,g7cTQ39iEjo,21
KbsA0dXFDA4,-xcwBOs_xpE,36
eE7kjHlPm1Y,X3p2yiscNIg,33
-CmhF5pQaR0,h2HVck0TV_g,1000
vMIiyVbz1T8,uORsV0N78SM,12
F5U2dedHaOg,PbC1qaVcnkY,1000
gyRerZjQtAA,Huw7zmjLXUA,1000
T-JOX9wL3-s,UgtprwJN6Bk,1000
5lDYAZdtoiE,KPrvI_yW13M,1000
RSUQ2VdlM1E,GKQpMseIbms,1000
j71Rfwe0rqk,llIXGLHEqC0,57
VtHo3by5i3w,i206PLohBPc,39
v76vdNE79xw,xVIzD-DOajw,4
AyalDMn5mzo,60eJaKGMRqo,14
c2YiYqUaReA,U1xyc17y00U,64
AFT03OQC3Qo,cySbGUPEIFw,31
mAHciHvtO8s,yD79fwn-FuM,1000
Qf-fJADOgvc,V2rD4GOV5RE,57
apIYrBJZTCQ,dcOKhrcLCo0,46
LV6J0TqZi0s,JPWWchB_M2U,41
Gm9LcYMureQ,-kpYCkpUop0,50
1ukaQnRpUa8,_MFpPziLP9o,6
7ERtcSqCj7E,49Ob27lJnbs,47
EZuHnngMX7U,S0eCQExzz4I,9
IRTWEF1yqvU,tpFxYpg-iOE,14
hU6kR7ZpOxk,w6eaN68dyhw,1000
_VucZKGNkq0,wgXXkoZllug,63
N1lkLaLJHlc,Toa3y9wf7o4,10
M0dCceKoz10,Gnork48Z78U,62
ZB-pGBIl_fk,spD0tapC0fg,7
2vMPhD7oxmU,HTHaN_t_7jM,1000
YEmEvBW3D-o,KKXETH4ePhw,3
whydcNBVvgo,Mpx6FvsV2yQ,6
WqHCFjXTiho,tMM0_mQGXpQ,1000
RniLzdbz-ho,UH39Lf49fwU,4
fxw952RH4ZU,dEOHltaQ1mQ,34
n9UPhwmjJ-Y,AN-MrXbQePw,1000
5lDYAZdtoiE,dBzaod98vyg,37
d7tWUhbvWl4,ORJJDMH1XTA,52
xxH-XnI5uVw,bg5DTYi7jUo,38
PhI4Ssi1rws,9nisj15Eu7I,1000
Y_n_UBK_Ex8,4dnL62770PU,4
ZS0ST1WcYnE,pqtn4A-0ggA,18
E6G_NCQuTCM,dEOMtaWflpQ,20
9sNRiPy4yUI,YNmD2CyynDU,1000
C-GZ6ysXkZU,j6fAqBwa0ZY,43
A2WjGSXNXZg,Qf9o7jynQl8,34
MAoiv2011-s,aisbvJ7KayI,1000
m-GkkFp4NKc,8sbvdXVUPmc,43
3OMIkxJJbmU,_l3K65_olVA,58
-7wAEMIAhFs,OGS7tMjt13E,9
I8n7RdE1e4Y,MKW4uweUcfw,35
gRxmX_7uaI8,f4bVsk1qmXc,1000
ZEABLcw4vt0,b-P0HeHrTSo,1000
L739SjuJ91o,kQ-halHV4Fc,44
fWb1xWzmgJ0,15Axt7oVQAk,60
JSR7XViG6LI,EjuTrDGq5eg,1000
Y5R660ePBuI,K2MXubA8VbA,28
WM-x9Hc8Xyc,c2a0vZhsa70,64
zfiky48Q6fg,5x_-Q-bosCA,1000
kQTj3OLLGv4,9cJ3nc5aTFw,5
co9qBme4Dgk,Pc_4aoIRiPg,53
syq8NNFi4CU,Hk3nr4bUGI4,40
Yo0XerjBgfg,1Tl0kE7Oels,5
1gGplLk-0mI,3ZeuzCXwuhw,43
Kb7fYpLawfg,WC9XJpRonHU,1000
tPS2hYOkZ1o,k9eStkEUVj8,7
Jknq9WSObkQ,9fIV1QqrMIo,32
Guu4HU7hin4,bgAu73nJvvI,19
jMKyGidpzOQ,GwobX3e4rwQ,16
A74kK2xdcIs,GxgSNGNrt1I,16
7zSXbm5urZ0,puQKlWFilFU,41
P0SmBGWZfm0,aRugu_DshNY,5
1LZUtJBMOEo,wCm93WclArQ,1000
aJuQ0QX4_Pc,XBW4lrbY0pI,4
r_Nk-0oO8zs,LTIbzubaCjk,49
CaDJPGlUIHA,QdvLqQBeXpY,52
Yk-D5VtfzEA,2gsGKVzkz9I,44
s-UZ6EETp8Y,0atpQEwSnGA,50
ue3TIADm8KQ,wNArQrKo7IE,27
X5a9-00hlDw,tCBGNqlUhNo,48
6pdUX0zCzOI,kn8KfTsrmgs,46
ps8HKGTyvuA,rRrHolHklpw,1000
xBI-1yUJV1E,UAxV_EIP3vg,39
6-yCKXl-ixA,wFO0D_fEDCs,1000
rz5_oVk273M,rOjvBRnlL0Y,8
o8lsjfjgAA8,QezUyZ7pKQc,3
lxXw_mQz63o,bwbO1LRRumI,1000
Nuc6wu7C1Yo,gy1gvr1xSA4,62
Eeqxjbs09iQ,vd8bh0F4puI,18
jIoMri-9Rjc,EmGrdarEfwk,57
Z4xwQu6kHm0,4kLXgUH_Hbc,46
Yy-wjJcQqUA,Yy-wjJcQqUA,0
5FaWPvEXWW0,hx6kAGW621g,15
gas0U38-M-s,VzGuZrPGKZg,49
-xbY4WzcF_U,qeaBz7MZpf4,8
r02hVGUlIVE,bJZv6sD1Pok,25
4mj3QLCtXzo,1xuS7T61Ifk,33
43y3nMdtxWY,QsZ5rKWkA5s,1000
nC89x3ngg1M,Fjg4SSv3jeI,51
R6-uQblNtBk,FFXM0claHq4,1000
aIeUWmtFwds,GMqUI1guxLo,1000
Ga-JZUraAMg,gJpbiJRO6qU,2
v_hLTKWF8zw,gUxrarWEJ58,12
LfPY39D3ml8,RWJIidhNoA4,34
ym3suipS6M4,kgnK9xU60GE,7
s3DnrULcRNw,uAamfo24j7g,1000
TUVWHUR5OEI,m1kkilBoA3I,1000
P16DY-pU3X0,EoTt_sueInU,4
KAyj0lzg0fw,W5DFJ_lzSFU,1000
JLFS9ITknUs,lha0hkAaqvI,10
3QwKC1XiN8A,Py6vrAC6NKI,1000
IbhTyFqHG3M,XyxXGEK6C8g,25
qGTIZ7vY9NI,KKsKcd-xGGE,36
4R6pbguCvSU,L-vzPISz6d0,18
q6KazK0lxn4,E8EBg29Pa9s,50
hNQS9ez4tec,OwzQGL6T0nU,23
g3U3NN8wrJM,AE76RS4RhQM,5
syCpvej36mo,f_XRklPWEQw,1000
d9QtUZdsPjA,LlKPoiYplv0,5
dsYb8Benp9U,TWsjwM9E_ts,15
q9jRMT5_W60,cxS7FQvF0rs,2
vgghjMdOGms,7GwaJRHeK8w,23
93xddgOkOjQ,-0ZAFZlZ--s,1000
s215aArOtsA,0fGboorvk0A,1000
5nMrCr3Esns,oBGQwPYxND0,40
_JH-KGwUV9M,SUbryU_XfX0,3
IDw7odeGsGc,ON5_MleNo5A,21
HmMXa1CYxrI,6-4JfCWnf-I,1000
nlJZWoBQeT8,g8HvhJ5Os6w,29
-GiyhoE4W2c,HaGiEWA0RLQ,1000
PGt9b-Ttp6E,UU4ITDUytM0,16
JVc0xLklMA0,F6VXvxP3f_4,1000
_s0EARA54yA,Fpjr51EEbXE,38
Pf4ZvHV8tLk,fNCv-AxGKt8,20
QOJJ8HFnJYQ,IrYw8RK4KH4,38
CmKTZz4jdVw,HJoBYF132uE,1000
8jOKAWPUnwc,H9G1UJ1JkAc,44
Ym_loXFmXHE,W0xLw4xkNI4,40
xMgsJvvOCvs,SG9mNGxW0N4,1000
gkyd1q1Rss8,EoFMbnvvHFk,1000
jJbQi4s1eHk,nHfahwPdRnc,61
sfG2rtAkAcg,Kp6zVufZvy4,7
ZN8ceE-bvSg,DENy3Q6ARkk,29
v2ZA2MWndnc,GmqKJhk7UeE,6
ZQTVF29Skmw,dpBpVSLEquc,38
crywBR-KCoM,1H74EmlMoBY,52
Cj6LerdElOc,t45T_SKn6C8,32
hLkJi87LUi4,yIiLt2v7MNw,3
jWvnAqkNDgw,5umRs7TZnZY,18
F-PSE2bO5vw,7zWlDbN3EFE,48
SRuodD9oaZE,XfbeqXNpCQI,71
gsh7J4gnPEM,nZjsikcDkUk,1000
Vy2yiwOaLK4,vqv9G9Naj04,54
